Unnamed: 0,content,score,clean_content,sentiment
22,"Bug yang menurut gw paling menganggu yaitu ketika sedang menonton video shorts. Pada saat mempause video yang sedang ditonton dan membuka kolom komentar, entah mengapa sering berganti ke video berikutnya dengan judul video yang sama. Mohon pihak YT segera memperbaiki masalah ini Terimakasih",2,bug menganggu menonton video video pendek mempause video ditonton membuka kolom komentar berganti video judul video mohon yt memperbaiki terimakasih,0
23,"Selalu ada bug. Setiap video dibuat horizontal ke vertikal atau dari vertikal ke horizontal selalu berhenti tidak bisa di play lgi, saat di pause juga langsung berhenti tidak bisa di lanjutkan lagi. Bila sedang mencari video lain di kolom pencarian video sebelumnya juga berhenti lagi, saat keluar dari aplikasi videonya juga berhenti dan tidak bisa dilanjutkan lagi. Fiks bintang 1 ini walau udh di fiks kan bug nya tetap bintang 1 karena sudah membuat kecewa.",1,bug video horizontal vertikal vertikal horizontal berhenti play lgi pause langsung berhenti lanjutkan mencari video kolom pencarian video berhenti aplikasi videonya berhenti dilanjutkan fiks bintang fiks bug nya bintang kecewa,0
24,"Setelah update , kenapa play berhenti sendiri ,dan tekan play tidak respon.Harus tutup yt ,buka dan play ...berjalan sebentar kembali pause ,tekan play tidak respon .Adakah solusinya ? ( update kenapa akhir2 ini bermasalah ?). Update lagi 2 x ,sudah kembali NORMAL ,terima kasih YouTube .",4,update play berhenti tekan play responharus tutup youtube buka play berjalan sebentar pause tekan play respon adakah solusinya update bermasalah update normal terima kasih youtube,1
25,"Untuk update memanglah bagus, tapi kapan sebuah bug yang diamana saat saya lagi search itu tiba2 semua search hilang dan cuma jadi putih, satunya bug itu ketika saya selesai nonton short, nah saya kan nonton vidio pas nonton vidio itu tempat untuk mengetik komen itu gak ada, mohon perbaiki",2,update memanglah bagus bug diamana search search hilang putih satunya bug selesai nonton short nonton vidio pa nonton vidio mengetik komen mohon perbaiki,0
26,saya tidak suka kalau sedang menonton video dilayar penuh saat saya ingin menggeser video ke bawah malah muncul ke bentuk portait lagi padahal itu saya ingin mau menurunkan kecerahan ponsel saya atau lain lain dulu youtube tidak begitu ketika sedang layar penuh digeser kebawah tetep dilayar penuh versi youtube yang dulu kenapa youtube dulu lebih enak coba youtubenya mending versi dulu aja tampilannya jangan ditambah ribet!!! tidak apa apa tambah fitur tapi tampilan bagus youtube yang dulu!!!!!!!,1,suka menonton video dilayar penuh menggeser video muncul bentuk portait menurunkan kecerahan ponsel youtube layar penuh digeser kebawah tetep dilayar penuh versi youtube youtube enak coba youtubenya mending versi tampilannya ditambah ribet fitur tampilan bagus youtube,0
27,"di update yang terbaru ini, judul video yang panjang malah kepotong, terus kalau dipencet tombol deskripsi malah tambah kepotong. Selain itu kalau mau komen kadang suka error keyboardnya, gak bisa dipencet. YouTube sampah 👎👎👎",1,update terbaru judul video kepotong dipencet tombol deskripsi kepotong komen kadang suka error keyboardnya dipencet youtube sampah,0
28,"Masih Banyak banget Bug, kadang disaat menghapus video yg didownload tiba-tiba muncul lagi setelah keluar dari aplikasinya lalu masuk lagi, ditambah lagi masih gak bisa support refresh rate 90hz/120hz di HP saya, iklannya emang cukup mengganggu sih, cuma ya ga ada salahnya juga karena belum kebeli premium, cuma setidaknya masih bisa mendownload video secara offline, itu sudah sangat membantu.",4,banget bug kadang disaat menghapus video yg didownload tibatiba muncul aplikasinya masuk ditambah support refresh rate hzhz hp iklannya emang mengganggu sih ya salahnya kebeli premium mendownload video offline membantu,1
29,"Saya ingin menonton video lalu, saat saya memencetnya ada iklan, dan setelah iklan, video menjadi berwarna hijau/ungu dan itu sangat mengganggu tolong deh saya sudah menonton iklan namun saat video diputar layar videonya menjadi warna hijau/ungu. Tolong perbaiki",1,menonton video memencetnya iklan iklan video berwarna hijauungu mengganggu tolong deh menonton iklan video diputar layar videonya warna hijauungu tolong perbaiki,0
30,"Saya sangat tidak suka dengan fullscreen video Youtube di android sekarang ini. Sangat memenuhi layar, mengganggu, sehingga saya sangat kesulitan untuk tap-tap mundur atau majukan videonya. Yang terjadi adalah saya malah previous atau next video (video yang saat ini terlihat malah terganti), itu sangat-sangat menggangu saya. Sehingga saya berikan bintang 1 🙏",1,suka fullscreen video youtube android memenuhi layar mengganggu kesulitan taptap mundur majukan videonya previous next video video terganti sangatsangat menggangu bintang,0
31,"Tombol ""X"" Di setiap saya nonton video sangat menganggu sekali, tidak berguna, ada baiknya dihilangkan saja, kan bisa di klik bagian mana saja untuk menutup tools video yang sedang di tonton, sekali lagi, tombol ""X"" (silang) sangat menganggu.",1,tombol nonton video menganggu berguna baiknya dihilangkan klik menutup tool video tonton tombol silang menganggu,0
32,"Judul sebuah konten video yang panjang tidak bisa dibaca sepenuhnya, ketika saya lihat menu ""selengkapnya"" dalam deksripsi video, deksripsi video tidak menunjukan judul video yang lengkap, karna hanya menampilkan satu baris saja pada bagian judul video.",1,judul konten video dibaca sepenuhnya lihat menu selengkapnya deksripsi video deksripsi video menunjukan judul video lengkap karna menampilkan bari judul video,0
33,"Tolong kembalikan yt seperti dulu. Versi sekarang untuk meminimaliskan video sangat tidak nyaman terlalu besar tidak seperti dulu, yang ada di tasbar bawah yg kecil. Versi sekarang sangat mengganggu seperti apk mengebang di atas apk lain. Sangat menggangu",2,tolong kembalikan youtube versi meminimaliskan video nyaman tasbar yg versi mengganggu aplikasi mengebang aplikasi menggangu,0
34,"Setelah update kok resolusi vidio mentok di 480p ya sudah ganti akun sudah hapus data restar hp juga, ini bug atau emang sistemnya ya, padahal sudah premium. Kadang bug nonton vidio short suka skip sendiri padahal vidionya belum selesai, di ulang lagi skip lagi. Tolong dong di perbaiki baru kali ini saya kaya gini",3,update resolusi vidio mentok ya ganti akun hapus data restar hp bug emang sistemnya ya premium kadang bug nonton vidio short suka skip vidionya selesai ulang skip tolong perbaiki kali kaya gini,0
35,Harusnya kalau pencarian di video short ttg ikan yg muncul ikan semua. Ketika saya scroll ke bawah itu seharusnya muncul sesuai pencarian. Bukan video random. Harusnya youtube bisa filter video yg berkualitas. Bukan sekedar konten sampah. Jadi malas buka youtube karena kebanyakan kontennya tidak bernilai apapun.,1,pencarian video short ttg ikan yg muncul ikan scroll muncul sesuai pencarian video random youtube filter video yg berkualitas sekedar konten sampah malas buka youtube kebanyakan kontennya bernilai apapun,0
36,"Saya kasih bintang 1 dulu soalnya aplikasi youtube dan aplikasi youtube studio masih sama saja yang kadang suka eror dan tidak sinkron viewers nya, dan kadang yang tadinya banyak viewers saya, jadi turun drastis, ntar selang beberapa hari atau minggu baru stabil lagi, aneh ini aplikasi youtube sama aplikasi youtube studio nya, tolong untuk deplover nya berikan kualitas yang terbaik, Terimakasi.!!!",1,kasih bintang aplikasi youtube aplikasi youtube studio kadang suka eror sinkron penonton nya kadang penonton turun drastis selang minggu stabil aneh aplikasi youtube aplikasi youtube studio nya tolong deplover nya kualitas terbaik terimakasi,0
37,"Bagus sekali! tapi mohon fitur image overlay yang di oppo jangan dihapus ya, saya sarankan menambah kecepetan dari 2x sampai 5x, dan suara 2x ditambah tidak ada kebisingan apapun, dan ketika mendengar lagu memakai headset mohon ditambah fitur headset yaitu ""headset with comfortable song"" fitur itu untuk saat menambah kan suara headphone tidak akan terlalu keras jika memakai headset with comfortable song jadi ditambah fitur itu ya, sekian pendapat saya😁",5,bagus mohon fitur image overlay oppo dihapus ya sarankan menambah kecepetan suara ditambah kebisingan apapun mendengar lagu memakai headset mohon ditambah fitur headset headset with comfortable song fitur menambah suara headphone kera memakai headset with comfortable song ditambah fitur ya sekian pendapat,1
38,Jadi setiap kali saya lagi nonton mengapa video terpause sendiri dan tidak bisa lanjut ketika saya mau keluar video nya malah keluar screen membuat ku tidak bisa matikan selain keluar dari aplikasi juga video nya masih nyala jadi hanya satu permintaan ku untuk diperbaiki pls,4,kali nonton video terpause video nya screen ku matikan aplikasi video nya nyala permintaan ku diperbaiki pls,1
39,"Update terbaru kenapa rasanya jadi berat seakan android pun butuh RAM minimal 100TB untuk pemutaran youtube, padahal semua aplikasi berat ga pernah sampai bikin hp stuck, sedangkan update baru youtube yang sekarang seberat ini, kalau bisa jangan buat auto update, karena terkadang banyak update yang tidak berguna",1,update terbaru berat seakan android butuh ram minimal tb pemutaran youtube aplikasi berat bikin hp stuck update youtube seberat auto update terkadang update berguna,0
40,"Kebiasaan gak di update Lihat live gampang lag,Patah-patah,Selalu kadang kadang ngebug Aplikasi ngefreeze, Dan udah di update kadang kadang masih selalu patah-patah apalagi pas habis di cas langsung buka youtube patah-patah, Kalo lihat youtube + di cas keyboard jadi lelet kayak Screen nya Gak respon,Patah-patah,Dan Iklan nya sekarang dikit tapi masalahnya durasi iklannya lebih lama,kalo gak di update begitulah banyak bug🗿",2,kebiasaan update lihat langsung gampang lagpatahpatahselalu kadang kadang ngebug aplikasi ngefreeze update kadang kadang patahpatah pa habis ca langsung buka youtube patahpatah kalo lihat youtube ca keyboard lelet kayak screen nya gak responpatahpatahdan iklan nya dikit durasi iklannya lamakalau update bug,0
41,"apa cuma gw yg ngerasa kah tiba2 youtube iklan nya makin banyak? gila aja sih 15 detik dua2 nya, kalo ada tombol skip sih gw maklumin, lah ni gk ada tombol skip pula. gw tau kalo ntu buat adsense kreator, ya tapi jgn gitu juga lah iklan nya....",1,yg ngerasa kah youtube iklan nya gila sih detik nya tombol skip sih maklumin ni gk tombol skip ntu adsense kreator ya iklan nya,0
42,"Saya sudah menulis jangan merekomendasikan chanel dan sebuah konten, tapi kenapa terus menerus muncul di beranda saya? Dan tolong berikan fitur menghilangkan short vidio, ini sangat mengganggu produktivitas dan konsentrasi saya, tolong jangan membuat youtube itu menjadi tempat hancurnya kualitas manusia dengan memberikan short vidio, dan tolong berikan pengaturan menghapus short vidio.",1,menulis merekomendasikan chanel konten menerus muncul beranda tolong fitur menghilangkan short vidio mengganggu produktivitas konsentrasi tolong youtube hancurnya kualitas manusia short vidio tolong pengaturan menghapus short vidio,0
43,"Tolong benerin 1 bug ini yaitu: selalu loading saat menonton video. Sya adalah penggunaan wifi,wifi di rumah raya sangat lancar. Namun ketika menonton di YouTube,sinyal nya tiba-tiba saja nge lag,dan bahkan sampai loading sangat lama Saya harap bug ini segera dihapus",1,tolong benerin bug loading menonton video sya penggunaan wifiwifi rumah raya lancar menonton youtubesinyal nya tibatiba nge lagdan loading harap bug dihapus,0
44,"Semenjak ada short, komentar sering bug. Sering error bagian video mengenai bekas iklan gak hanya video tetapi juga kena short. Tolong jangan mempertinggi kan kualitas video, memperbanyak bagian fitur bikin spek hp kentang merusak OS. Balasan chat juga hilang versi saat ini gak mendukung hp kentang",1,semenjak short komentar bug error video bekas iklan video kena short tolong mempertinggi kualitas video memperbanyak fitur bikin spek hp kentang merusak balasan chat hilang versi mendukung hp kentang,0
45,"update fitur minimize vidio di tampilan mobile sangat tidak nyaman harap tampilan minimize vidio kembali seperti dahulu, karna yang sekarang terlalu besar dan sangat menutupi juga settingan durasi saat land scape juga kurang baik karna i formasi untuk daya ingat tadi di menit ke berapa menjadi semakin sulit",1,update fitur minimize vidio tampilan mobile nyaman harap tampilan minimize vidio karna menutupi settingan durasi land scape karna formasi daya menit sulit,0
46,"Bagus sih bagus,cuma kenapa ketika awal nonton posisi hp miring masih bisa nonton pas hp mode landscape video² terhenti otomatis dan tidak bisa di play kembali. Mohon bagi developer tolong di perbaiki kembali🙏",3,bagus sih baguscuma nonton posisi hp miring nonton pa hp mode landscape video terhenti otomatis play mohon developer tolong perbaiki,0
47,"Aplikasi YouTube ini sudah bagus, namun ada BUG yang SANGAT annoying, yaitu saat saya mengpause Video biasa lalu masuk ke Vid Shorts lalu saya berkomentar di Vid Shorts tiba-tiba saja komentar saya yang ada di Video Shorts itu kejiplak ke Video biasa, nah ada bug lagi yaitu tombol-tombol di Shorts kayak, komentar, like, Share, dll itu hilang semua, sekarang saya cuman bisa klik 2 kali buat like dan pause terus udah itu aja, nah itu tadi adalah ""2 BUG"" ngeselin di YouTube, semoga diperbaiki..",4,aplikasi youtube bagus bug annoying mengpause video masuk vid short berkomentar vid short tibatiba komentar video short kejiplak video bug tomboltombol short kayak komentar suka share dll hilang cuman klik kali suka pause bug ngeselin youtube semoga diperbaiki,1
48,"Makin di update makin jelek, nonton video panjang ke geser dikit langsung ke scroll, terus pas liat video panjang mode vertical gak bisa di mulai, kadang juga gak bisa ngefreeze video panjangnya",1,update jelek nonton video geser dikit langsung scroll pa liat video mode vertical kadang ngefreeze video panjangnya,0
49,"Bener bener mengecewakan! Nyesel updated, YouTube baru suck! Kalau mau update di test dulu sama YouTube sendiri dalam waktu yg cukup lama baru di up, ini malah di Update malahan banyak bug, error, komentar hilang, lagging padahal versi sebelumnya bagus bgt, ini bukan updated namanya tapi downgrade, dan juga mengenai kualitas video padahal internet cepat tapi kualitas seenaknya saja berganti terus ketika mau ngubah tiba tiba kualitas nya hilang terus gunanya pop up kecil video untuk apa??",1,bener bener mengecewakan nyesel updated youtube suck update test youtube yg up update bug error komentar hilang lagging versi bagus banget updated namanya downgrade kualitas video internet cepat kualitas berganti ngubah kualitas nya hilang gunanya pop up video,0
50,"Tampilan di ubah malah ngerepotin, banyak bug, kalau keluar dari perbesar layar, videonya bakal gk bisa di apa apain, layar juga hitam, banyak bug, biasanya kalau skip video malah jadi ngulang videonya, aneh",1,tampilan ubah ngerepotin bug perbesar layar videonya gk apain layar hitam bug skip video ngulang videonya aneh,0
51,Saya mengalami masalah saat menggunakan YouTube. Kenapa pada saat saya mau skip videonya ke menit berikutnya itu videonya tiba tiba ke pause sendiri dan saya coba untuk play tapi tidak bisa. Tolong di perbaiki lagi bugnya. Ini sangat mengganggu🙏,1,mengalami youtube skip videonya menit videonya pause coba play tolong perbaiki bugnya mengganggu,0
52,"Setelah update malah gak stabil, waktu saya lagi setel video dan mencari video lainnya biasanya video yang lagi saya tonton menjadi kecil. Namun, setelah update malah videonya hilang, sedangkan audionya masih ada",2,update stabil setel video mencari video video tonton update videonya hilang audionya,0
53,"Kembaliin fitur swipe up-down buat portrait & landscape ketika menonton, update-an terbaru ngga guna sumpah. Udah nyaman sama swipe up-down malah dibikin tampilan mini, mana waktu di close bukannya closed malah nampilin video.",1,kembaliin fitur swipe updown portrait landscape menonton updatean terbaru ngga sumpah udah nyaman swipe updown dibikin tampilan mini close closed nampilin video,0
54,"Udh di update malah jadi lelet. Mau cepatin malah langsung berhenti, pas mau play malah gak bisa. Aneh banget ini youtube! Terus terlalu banyak iklan. Sekali iklan bisa 3 iklan yg masuk herannn",1,udh update lelet cepatin langsung berhenti pa play aneh banget youtube iklan iklan iklan yg masuk heran,0
55,"Belakangan ini youtube jadi tdk bisa membaca judul selengkapnya. Biasanya kalau judul tdk terbaca lengkap lalu kita klik bagian judul dan judul bisa tampil utuh, tapi belakangan ini ketika kita klik judul malah tambah parah makin pendek yg bisa dibaca.",1,youtube membaca judul selengkapnya judul terbaca lengkap klik judul judul tampil utuh klik judul parah pendek yg dibaca,0
56,"Ada bug ini Gk enak bener pas nonton video saat di HP ditegakin, videonya terpause tapi pas dimerengkan videonya terplay kadang enggak bisa diplay lagi, jadi kalau mau nonton sambil baca komen masa gk bisa, kadang lagi percepat video terpause gk bisa di play lagi, sering juga keluar dari video mau cari video lain harusnya video yg di putar tadi ada diletak dibawah membentuk jendela kecil yg di sudutnya ada tanda mau kita tiadakan videonya atau gk, tapi ini gk ada muncul sama sekali jendela video",2,bug gk enak bener pa nonton video hp ditegakin videonya terpause pa dimerengkan videonya terplay kadang diplay nonton baca komen gk kadang percepat video terpause gk play video cari video video yg putar diletak dibawah membentuk jendela yg sudutnya tanda tiadakan videonya gk gk muncul jendela video,0
57,Kok versi yg baru malah ngebugs ya. Aku selalu nonton YouTube layar landscape saat aku mau balikin ke vertical kok malah stop sendiri. Aku coba tekan play nya malah gak bisa. Plis lah di fix.,1,versi yg ngebugs ya nonton youtube layar landscape balikin vertical stop coba tekan play nya plis fix,0
58,"Beberapa jam lalu saya dapat pesan bahwa saldo dana dan saya sudah ditarik otomatis oleh youtube sebesar 109.890 untuk membayar youtube premium padahal saya sudah membatalkan langganan kemarin dengan cara mengosongkan saldo dana saya agar tidak bisa ditarik oleh google dan pembayaran batal. Setelah saya kira sudah batal,maka saya mengisi saldo dana saya kembali dengan saldo 200ribu lebih. tiba tiba saldo ketarik otomatis yg berasal dari youtube premium, mohon bantuannya untuk pengembalian dana",3,jam pesan saldo dana ditarik otomatis youtube membayar youtube premium membatalkan langganan kemarin mengosongkan saldo dana ditarik google pembayaran batal batalmaka mengisi saldo dana saldo ribu saldo ketarik otomatis yg berasal youtube premium mohon bantuannya pengembalian dana,0
59,"Saat mau post video short, volume áudio nya udah di full-in 100% . Sebelum posting terdengar kencang, tetapi setelah di posting otomatis volume áudio nya jadi rendah. YouTube nya udah makan belum???",1,post video short volume udio nya fullin posting terdengar kencang posting otomatis volume udio nya rendah youtube nya makan,0
