Unnamed: 0,content,score,clean_content,sentiment
13,"Saya sedikit kecewa, setelah update beberapa hari yang lalu dan saat saya masuk kedalam game kenapa semua datanya harus unduh ulang? Lantas untuk apa kita unduh data ber gb"" saat awal main. Buat yg menggunakan wifi sih tidak masalah,tapi untuk kami yg menggunakan data seluler ini sangat merugikan kebanyakan yg diunduh buang"" kuota saja kalo setiap update harus download ulang, saran untuk developer kalo sesudah update tidak perlu pra unduh ulang semua data, cukup data tambahannya saja.",2,kecewa update masuk kedalam game datanya unduh ulang lantas unduh data ber gb main yg wifi sih masalahtapi yg data seluler merugikan kebanyakan yg diunduh buang kuota update download ulang saran developer update pra unduh ulang data data tambahannya,0
14,"Tolong perbaikannya, 1. PING yang kadang Drop saat main rank meskipun jaringan saya bagus, Tapi main clasicnya lancar jaya. hal ini pula yang sering buat saya mati konyol. 2. FPSnya, meskipun sudah di settingan rendah tapi masih sering patah-patah. 3. Macthmakingnya untuk rank di seimbagin dong. Masa dari diamond 4 turun sampai platinum 2 gegara nggak pernah menang, tapi di clasic menang terus. Kan aneh. Tolong di perbaiki yah developer biar mainnya makin asyik.",2,tolong perbaikannya ping kadang drop main peringkat jaringan bagus main clasicnya lancar jaya mati konyol fpsnya settingan rendah patahpatah macthmakingnya peringkat seimbagin diamond turun platinum gegara menang clasic menang aneh tolong perbaiki yah developer mainnya asyik,0
15,"Bagus si gamenya,eventnya juga menarik cuma males banget kalo abis naik rank suka ketemu musuh bot sedangkan musuh jago parah mana keseimbangan matchmakingnya? dan itu ga satu dua kali,bahkan pernah Ampe lostreak 5 kali lebih tolong diperbaiki matchmakingnya sama jaringan yang kadang tidak stabil padahal buat buka app lain stabil aja",1,bagus si gamenyaeventnya menarik male banget abis peringkat suka ketemu musuh bot musuh jago parah keseimbangan matchmakingnya kalibahkan ampe lostreak kali tolong diperbaiki matchmakingnya jaringan kadang stabil buka app stabil,0
16,"update yang baru malah makin ga jelas, jadi ga bisa nge custom grafik. padahal yang bikin lag itu efek nya, ya intinya kalo grafis nya di tinggiin tapi efek nya di setingan low itu bakalan lancar lancar ajaa. di update an selanjutnya tolong bisa nge custom grafik lagi",1,update nge custom grafik bikin lag efek nya ya intinya grafis nya tinggiin efek nya setingan low lancar lancar ajaa update an tolong nge custom grafik,0
17,"Udah jadi dead game, bagi skin epic gratis cuma awal rilis doang, makin kesini udah mulai skin elite/trial. Pengalaman bermain yang buruk, setiap 4 detik ngeframe, settingan grafik udah rata kiri masih aja ngeframe, gak pake efek pun masih ngeframe, lebih berat dari moba kebanyakan. Perbaiki masalah ini, atau saya unninstal selamanya. Saya sudah epic bintang 50× jadi kesusahan kalo setiap 4 detik ngeframe, apalagi kalo banyak yang pake skin mewah. Spek hp juga Ram 4GB heliomediatek.",1,udah dead game skin epic gratis rilis doang kesini skin elitetrial pengalaman bermain buruk detik ngeframe settingan grafik kiri ngeframe pake efek ngeframe berat moba kebanyakan perbaiki unninstal epic bintang kesusahan detik ngeframe pake skin mewah spek hp ram gb heliomediatek,0
18,"Matchingnya kacau, banyak dark system. Sekalinya dapet tim bagus, musuhnya terlalu lemah. Sekalinya dapet tim lemah, lawannya lebih OP. Jadi gak seimbang. Seperti udah disetting, 4 kali kalah 1 atau dua kali baru dikasih menang, dan begitu seterusnya. Udah milih lane sebelum masuk room, misal lane utama Farm lane, dan lane kedua roamer, tapi dapetnya roamer terus, jadi gk bisa main maksimal. intinya...Matchingnya terlalu keq SAMPAH",1,matchingnya kacau dark system sekalinya dapet tim bagus musuhnya lemah sekalinya dapet tim lemah lawannya op seimbang disetting kali kalah kali dikasih menang udah milih lane masuk room lane utama farm lane lane roamer dapetnya roamer gk main maksimal intinyamatchingnya keq sampah,0
19,"Dah nggak paham lagi sistem jaringannya! ketemu musuh sinyal Langsung merah, pas ngefarming sinyal hijau, dark system nya juga terlalu kental bahkan di gacha...parah..parah...bintang lebih sering turun dari pada naik gegara sistem jaringan padahal udah nerapin semua yang disarankan!!",1,dah paham sistem jaringannya ketemu musuh sinyal langsung merah pa ngefarming sinyal hijau dark system nya kental gachaparahparahbintang turun gegara sistem jaringan nerapin disarankan,0
20,"Game ngk jelas, setelah update reset season banyak bug tidak jelas. Karakter tidak bisa bergerak(kasusnya d Charlotte yg hanya bisa nge dash). suara mic game untuk party tim tidak kedengaran. Suara dalam game tidak ada, sudah update hingga selesai tetapi karakter tim tetap bulat2 biru. Aneh banget hok, bagaimana bisa bersaing dengan ml? Hp sya Poco f4 tidak ad masalah memainkan game lain. Sangat mengecewakan hok, udah mah mulai sepi. Malah bertingkah dengan banyaknya bug. big L untuk HOK.",1,game ngk update reset season bug karakter bergerakkasusnya charlotte yg nge dash suara mic game party tim kedengaran suara game update selesai karakter tim bulat biru aneh banget hok bersaing ml hp sya poco ad memainkan game mengecewakan hok mah sepi bertingkah banyaknya bug big hok,0
21,"Habis update versi terbaru sering framedrop, padahal udah di turunkan ke versi low juga sama. Dibales Jaringan tidak stabil, mode baterai lemah, chache latar belakang berlebih. Yg padahal versi sebelumnya gak ada masalah sama sekali seperti saat setelah update versi, bermain GAME MOBA SEBELAH DAN GAME LAINNYA gak ada framedrop jaringan juga stabil. Jadi yg dikatakan di atas tidak VALID jika faktor karena Jaringan tidak stabil dan lain-lain nya tapi faktor game yg TURUN KUALITASNYA.",1,habis update versi terbaru framedrop turunkan versi low dibales jaringan stabil mode baterai lemah chache latar berlebih yg versi update versi bermain game moba sebelah game framedrop jaringan stabil yg valid faktor jaringan stabil lainlain nya faktor game yg turun kualitasnya,0
22,"setelah update bukannya ada peningkatan malah banyak penurunan.. dimulai dari grafik, medium setting jadi gak ada shadow . kedua Masalah ping dulu bisa 19ms sekarang malah jumping² gak jelas padahal main game lain aman aman aja. Ketiga Frame rate gak stabil dulu masih bisa main di 58-60fps di scene berat sekalipun sekarang scene yang minim efek pun sering drop ke 29 FPS pengalaman main jadi terganggu (unplayable) . keempat masalah penggunaan data, di menu idle data tiba² high usage.",1,update peningkatan penurunan grafik medium setting shadow ping jumping main game aman aman ketiga frame rate stabil main fps scene berat scene minim efek drop fps pengalaman main terganggu unplayable keempat penggunaan data menu idle data high usage,0
23,"Tolong DEP. kalo lagi war bugnya tolong di perbaiki, ketika war atau banyak musuh yang nge gang selalu saja terjadi ping tinggi atau merah. Ditambah lagi drop FPS kenapa bisa begitu. Padahal game ini diakui sebagai game yang FPSNYA stabil... Tapi setelah update kok malah semakin jelek pengalaman bermainya. Membuat kita malas main apalagi terjadinya di ranked... Hadehh please fix that problem.",2,tolong dep war bugnya tolong perbaiki war musuh nge gang ping merah ditambah drop fps game diakui game fpsnya stabil update jelek pengalaman bermainya malas main peringkat hadehh please fix that problem,0
24,"segi Game play bagus, grafik.. Tapi team selalu dapet dark sistem. ga bisa baca map. trial hero di rangked. download data game ga pernah bisa instal padahal udah 100%. jaminan game bakal sepi kalo tidak di tindak lanjutin.. ga bakal bertahan lama.. beberapa tahun kedepan udah ilang ini game. developernya agak aneh. masalah bnyak yg di komplen tpi ga ada Gerakannya",1,segi game play bagus grafik team dapet dark sistem baca map trial hero rangked download data game instal jaminan game sepi tindak lanjutin bertahan kedepan ilang game developernya aneh bnyak yg komplen tpi gerakannya,0
25,"Game masih jelek, belum stabil, masih harus ada pemeliharaan dalam game ini, untuk sinyal yang begitu bagus jaringan seluler dan wifi masih suka ngeframe atau bug dalam game, ketika war sinyal langsung merah, handphone support Ram8/256 tetep aja masih ngeframe dan suka bug harus ada pemeliharaan dalam sistem sinyal!!! Tolong untuk Provider game di tindak dalam kekuatan sinyal nya, sebagus apapun sinyal tetep aja ketika war pasi sinyal langsung down gak beda jauh sama game yang lainnya sama!!!",1,game jelek stabil pemeliharaan game sinyal bagus jaringan seluler wifi suka ngeframe bug game war sinyal langsung merah handphone support ram tetep ngeframe suka bug pemeliharaan sistem sinyal tolong provider game tindak kekuatan sinyal nya sebagus apapun sinyal tetep war pasi sinyal langsung down beda game,0
26,"Dari segi gameplay asik dan seru, tapi bug jaringan tiba-tiba hilang. Gw udah nunggu lama tapi kagak masuk-masuk padahal jaringan wifi dah bagus ngk ada masalah sama sekaliiiiiii, udah 4 kali main bug masih ada!! Pilihan Report kagak ada! Ksel gw bug jaringan gini",1,segi gameplay asik seru bug jaringan tibatiba hilang gw nunggu kagak masukmasuk jaringan wifi dah bagus ngk sekaliiiii kali main bug pilihan report kagak ksel bug jaringan gini,0
27,"Akun kena tuduh ""using third party tool, that harms the gaming environment"" maksudnya apa ya? Padahal lagi main solo rank terus kalah, setelah match selesai muncul pemberitahuan seperti itu, kena suspend lagi astaga. Yang mengganggu kenyamanan lu sistem buruk. Ga lagi top up ke game ini, disupport timbal baliknya malah gini. Bye",1,akun kena tuduh using third party tool that harm the gaming environment maksudnya ya main solo peringkat kalah match selesai muncul pemberitahuan kena suspend astaga mengganggu kenyamanan lu sistem buruk ga top up game disupport timbal baliknya gini bye,0
28,"Ada peningkatan, tapi sayang banyak fitur yang di hilangkan termasuk pengunjung terkini cuma bisa di lihat sampai 3 orang saja, kemudian di fitur blokir, tapi orang yang terblokir masih bisa melakukan pencarian dan melihat profil kami. Poin reputasi terpotong karena masalah lag ditengah war (drop fps ke 0) itu menyusahkan player karena tetap bisa kena report , tolong di perhatikan lagi sistem pemotongan reputasinya. Janji bakal ku naikin bintangnya kalau sudah di benerin. Thanks",2,peningkatan sayang fitur hilangkan pengunjung terkini lihat orang fitur blokir orang terblokir pencarian profil poin reputasi terpotong lag ditengah war drop fps menyusahkan player kena report tolong perhatikan sistem pemotongan reputasinya janji ku naikin bintangnya benerin thanks,0
29,"Untuk ngasih semangat memperbaiki game ini. Dan mempertimbangkan saran yang diberikan. Sarannya : Apakah bisa menyatukan player dengan type bermain yang sama dalam setiap pertandingan, rank atau normal? Alasan : Saat pemain dengan type pejuang satu tim dengan type pikaboo, otomatis setiap perang, pemain type pejuang akan mati, karena pemain type pikaboo akan segera lari meninggalkan pertempuran saat dia melihat musuh datang, dan hanya akan kembali atau membantu untuk melakukan kill steal.",2,ngasih semangat memperbaiki game mempertimbangkan saran sarannya menyatukan player type bermain pertandingan peringkat normal alasan pemain type pejuang tim type pikaboo otomatis perang pemain type pejuang mati pemain type pikaboo lari meninggalkan pertempuran musuh membantu kill steal,0
30,"Gamenya udah enak Eh,asal mau main pakai Jaringan data selalu notif. Pembaruan penginstal gagal, Sepertinya terjadi masalah dengan jaringanmu. Harap periksa pengaturan jaringanmu, lalu mulai ulang game. Unduh melalui Wi-Fi untuk mencegah penggunaan data yang besar.. Padahal gak download cuma main aja mesti kali ke Wi-Fi dulu,tolong perbaikannya ,Kepada developer segera tangani ini systemnya , Terimakasih:(",2,gamenya enak ehasal main pakai jaringan data notif pembaruan penginstal gagal jaringanmu harap periksa pengaturan jaringanmu ulang game unduh wifi mencegah penggunaan data download main mesti kali wifi dulutolong perbaikannya developer tangani systemnya terimakasih,0
31,"DEAR LEVEL INFINITE TEAM. GAME TERBURUK YG PERNAH ADA DI SCENE MOBA !!!! Tolong dong diperbaiki sistem pemulihan poin reputasi. Masa cuma dikasih 5X doang. Klo bisa unlimited untuk pemulihan poin reputasinya & dark system ranked nya juga diperbaiki. Disesuaikan tingkatan tier nya agar ngga ada yg ngetroll. Karna kasian player yg tier nya tinggi (GM keatas) dapetnya bot terus, sedangkan musuh tier nya lebih tinggi daripada kita.",1,dear level infinite team game terburuk yg scene moba tolong diperbaiki sistem pemulihan poin reputasi dikasih doang klo unlimited pemulihan poin reputasinya dark system peringkat nya diperbaiki disesuaikan tingkatan tier nya ngga yg ngetroll karna kasian player yg tier nya gm keatas dapetnya bot musuh tier nya,0
32,"Setelah update terbaru, kok rasanya tambah aneh. Ketika war, malah delay skillnya. Berasa settingannya berubah padahal pas di cek di settingan, settingannya sudah sesuai yang dimau tapi tetep beda. Berasa ngedelay skillnya.",1,update terbaru aneh war delay skillnya berasa settingannya berubah pa cek settingan settingannya sesuai dimau tetep beda berasa ngedelay skillnya,0
33,"Saya turunkan Bintang. Bagus HOK,namun semakin ke sini semakin banyak pemula, khusus buat pemula,kalo mau coba hero itu di mode simulasi atau normal.jangan di mode Ranked!!!! efeknya rank jadi tidak karuan, semakin banyak bot dan ketololan. Tolong pembagian dalam system Rank di perbaiki.",2,turunkan bintang bagus hoknamun pemula khusus pemulakalau coba hero mode simulasi normaljangan mode ranked efeknya peringkat karuan bot ketololan tolong pembagian system rank perbaiki,0
34,"Kepada level infinite dan timi sebagai developer dari game honor of king, kalian semua sudah bagus membuat game ini dengan memanjakan player nya dengan skin gratis dan skin yang lumayan murah, tapi bukanlah skin yang akan aku bahas tapi ini soal tim anomali yang saya dapatkan saat main ranked tadi. Hanya mendapatkan 2 kemenangan dari beberapa macth rank. Ya mungkin saya tau bahwa beberapa hari lalu baru season, tapi tolong lah ya kalau mau ngasi tim yang wajar capek asli ketemu anomali",2,level infinite timi developer game honor of king bagus game memanjakan player nya skin gratis skin lumayan murah skin bahas tim anomali dapatkan main peringkat kemenangan macth peringkat ya season tolong ya ngasi tim wajar capek asli ketemu anomali,0
35,"Aplikasi sering kali terjadi masalah, jaringan yang tiba"" drop padahal dicek jaringan seluler nya aman. Sangat merugikan sekali ditambah penurunan poin reputasi yang makin signifikan. Ketika hendak log in kedalam game kembali terjadi masalah hanya bisa pada mode offline selama beberapa jam. Tolong Dev diperbaiki. Untuk saat ini saya beri bintang 1 dulu nnti kalo sudah ada perbaikan yg signifikan saya akan beri rating yang bagus. New: tidak ada upaya perbaikan, saya uninstal apknya. USELESS!.",1,aplikasi kali jaringan drop dicek jaringan seluler nya aman merugikan ditambah penurunan poin reputasi signifikan log in kedalam game mode offline jam tolong dev diperbaiki bintang nnti perbaikan yg signifikan rating bagus new upaya perbaikan uninstal apknya useless,0
36,Saya sangat sangat suka dengan game ini! Tetapi setelah update sangat terjadi banyak bug! Sepeti saya ingin mendownload data² yang ada di hok tetapi tidak bisa bahkan data yang di perlukan pun tidak bisa tolong di perbaiki. Karena saya menjadi malas bermain hok jika terus terusan seperti ini,1,suka game update bug sepeti mendownload data hok data perlukan tolong perbaiki malas bermain hok terusan,0
37,"Setiap habis naik tier pasti dapet teamnya bot, Dark sistem, diagnosa jaringan stabil/normal, tapi ketika ketemu lawan keluar peringatan jaringan tidak stabil apa-apaan ini, Kenapa bisa di bilang dark sistem, kita main 3 match kalah, kita rubah line dari biasa kita main pasti menang, 🤦 Tolonglah perbaiki, Bot-bot yg tidak sesuai hapus/ban",1,habis tier dapet teamnya bot dark sistem diagnosa jaringan stabilnormal ketemu lawan peringatan jaringan stabil apaapaan bilang dark sistem main match kalah rubah line main menang tolonglah perbaiki botbot yg sesuai hapusban,0
38,"Pertandingan peak menciptakan lingkungan yang sangat buruk, begitupun dengan ranked seringkali mendapat lawan yang tidak sepadan dengan rank yang dimiliki, setiap kali masuk match selalu mendapat masalah pada layar tunggu sehingga harus keluar aplikasi dan juga terlalu banyak akun 'Pemain Bot' yang menandakan permainan ini sangat kurang mendapat peminat, jika pengembang aplikasi mau memperbaiki masalah tersebut saya akan bermain permaian buruk ini",1,pertandingan peak menciptakan lingkungan buruk peringkat seringkali lawan sepadan peringkat dimiliki kali masuk match layar tunggu aplikasi akun pemain bot menandakan permainan peminat pengembang aplikasi memperbaiki bermain permaian buruk,0
39,"Tolong bug pada unduhan di perbaiki karna saya sudah mengunduh semua data game namun saat saya ingin bermain mengapa karakter saya menjadi bulat"" seperti belum mengunduh data permainannya ini sangat menggangu buat saya karena tidak bisa bermain dengan maksimal dan tidak tau musuh ataupun saya menggunakan skill untuk melawan kerna tidak kelihatan efeknya sama sekali",1,tolong bug unduhan perbaiki karna mengunduh data game bermain karakter bulat mengunduh data permainannya menggangu bermain maksimal musuh kemampuan melawan kerna efeknya,0
40,"Sangat burukkk!! Kemarin main masih normal²aj,kok tbtb sekarang GK bisa main match!katanya jaringan buruk,jaringan udh bagus Mlah GK bisa,udah lbih dari 5kali sy coba tapi tetap sama!tolong developer perbaiki.klo masih gabisa sy uninstal jg ni aplikasi kesabaran sy mo habis!.",1,buruk kemarin main normalajkok tbtb gk main matchkatanya jaringan burukjaringan bagus mlah gk bisasudah lbih kali coba samatolong developer perbaikikalau gabisa uninstal ni aplikasi kesabaran habis,0
41,"Setelah update 10.1.1.1 saya sedikit tidak nyaman dengan perubahan visual dalam permainan,entah kenapaa grafis yang disarankan (grafis 4) kan itu untuk real-time shadow hanya muncul untuk turet san semak semak, tidak ada di hero dan minion lane , entah karena ada perubahan visual tapi saya tidak tau ,tapi tolong perhatikan ulasan saya ini , Karena sebelumnya shadow merata sampai ke hero dan minion, Tolong segera lakukan minor update untuk perihal saya ini.",1,update nyaman perubahan visual permainanentah kenapaa grafis disarankan grafis realtime shadow muncul turet san semak semak hero minion lane perubahan visual tolong perhatikan ulasan shadow merata hero minion tolong lakukan minor update perihal,0
42,"Pas selesai sistem draf pick kok gak bisa masuk ke permainan sih min jadinya saya harus relog dulu baru bisa,gara gara itu point reputasi Ku turun terus gara-gara sering di cap afk padahal cuma relog doang,itupun aku langsung masuk ke permainan lagi min dan itu gak lama. kalo masalah jaringan aman aman aja, tolong lah min ini sampe Ndak bisa main classic loh",1,pa selesai sistem draf pick masuk permainan sih min relog bisagara gara point reputasi ku turun garagara cap afk relog doangitupun langsung masuk permainan min jaringan aman aman tolong min sampe ndak main classic loh,0
43,"Sebenernya saya cuma pengen nyoba aja game hok tuh kyk gimana dan ternyata pas nyoba tutorial tuh lumayan seru, tapi setelah selesai pase tutorial, saya mau nyari match aja gak bisa, udah beberapa kali saya coba tetep aja GK bisa, malahan mau masuk lobi aja lag nya minta ampun, ya ma'lum lah hp kentang gtu, tadinya saya kira sama aja gtu kayak mobile legend ngga berat² amat, eh ternyata berat banget sampe mau masuk lobi aja ngeleg parah, kalo bisa tolonglah ukuran nya dibuat agak ringan kayak ml",1,sebenernya pengen nyoba game hok kyk gimana pa nyoba tutorial lumayan seru selesai pase tutorial mencari match kali coba tetep gk masuk lobi lag nya ampun ya malum hp kentang gtu gtu kayak mobile legend ngga berat eh berat banget sampe masuk lobi ngeleg parah tolonglah ukuran nya ringan kayak ml,0
44,"Jaringan bagus stabil ping hijau grafis juga low\rendah, tapi kok keluar peringatan jaringan tidak stabil dan parahnya lagi frame/lag, main jadi berat putus putus. dan terjadilah pelaporan sampai gak bisa main sama temen karena reputasi di bawah standart. TOLONGLAH DI PERBAIKI, rugi dong kalau gak bisa main karena sudah top up",1,jaringan bagus stabil ping hijau grafis lowrendah peringatan jaringan stabil parahnya framelag main berat putus putus pelaporan main temen reputasi standart tolonglah perbaiki rugi main top up,0
45,"setelah diupdate malah banyak bug. 1. audio saat fighting kadang gak stabil. 2. hero jadi berat saat fighting, apalagi saat dikeroyok lawan. 3. menyedot pemakaian baterai jadi lebih besar sehingga mengancam kestabilan baterai, ic cpu dan ic emmc. 4. saat fighting kadang bikin buffering pada jaringan sinyal dan data. padahal sinyal dan data sangat stabil. 5. kapasitas update yang terlampau besar mengancam kestabilan memori penyimpanan dan mengancam kinerja hp, bahkan ada user yg hp nya bootlop.",2,diupdate bug audio fighting kadang stabil hero berat fighting dikeroyok lawan menyedot pemakaian baterai mengancam kestabilan baterai ic cpu ic emmc fighting kadang bikin buffering jaringan sinyal data sinyal data stabil kapasitas update terlampau mengancam kestabilan memori penyimpanan mengancam kinerja hp user yg hp nya bootlop,0
46,"Awalnya aman aman saja, tapi sejauh ini saya merasa seperti kayak di permainkan HOK seolah player di buat jemu oleh game ini, Sistem draf permainan yg tidak seimbang, antara level tim dengan level lawan, antara tim level master 1 master 2 sedangkan lawan ada 1 grenmaster yg seolah nampak bug dan selalu tim gua kalah, itu pun servernya random bngt, jadi intinya tolong di perbaiki dark sistem yg gak masuk akal ini, karna bikin bosan saya kasih bintang 2",2,aman aman kayak permainkan hok player jemu game sistem draf permainan yg seimbang level tim level lawan tim level master master lawan grenmaster yg nampak bug tim gua kalah servernya random banget intinya tolong perbaiki dark sistem yg masuk akal karna bikin bosan kasih bintang,0
47,"Sangat kecewa Sekarang sudah banyak update, koneksi selalu jelek dan sangat buruk padahal saat bermain game ML dan game yang lainny sinyalnya lancar dan gak ngeleg, padahal sinyal sudah pakai wifi masih aja ngeleg dan kaku patah², terkadang sering analog bermain sendiri gak bisa di arahkan dan selalu dapat musuh yang sangat sulit di lvl jauh dari saya, pergerakan hero masih kaku padahal sudah update berkali kali tapi malah tambah masalah saja apalagi masalah koneksi perbaiki game ini!!!!!!",1,kecewa update koneksi jelek buruk bermain game ml game lainny sinyalnya lancar ngeleg sinyal pakai wifi ngeleg kaku patah terkadang analog bermain arahkan musuh sulit level pergerakan hero kaku update berkali kali koneksi perbaiki game,0
48,Kadang Bagus. Kadang Ngak. Sayang Bet Kalau Event Project Partner Bakalan DiHapus. Jadi Gk Bisa Dpt Skin Legend Bagus Lagi Deh. :( Oh Ya. Dari Segi Grafik Game Ini Udah Bagus. Tapi Dari Segi Bug. Masih Ada Beberapa Bug. Tolong DiPerbaiki. Sekian TerimaKasih.,3,kadang bagus kadang ngak sayang bet event project partner dihapus gk dpt skin legend bagus deh oh ya segi grafik game udah bagus segi bug bug tolong diperbaiki sekian terimakasih,0
